Date,Closing Index Value,Total Market Capitalization
2021-06-21,4224.79,35795459791103.65
2021-06-22,4246.44,35978894164049.38
2021-06-23,4241.84,35939919655247.98
2021-06-24,4266.49,36148772186107.66
2021-06-25,4280.7,36269169527426.78
2021-06-28,4290.61,36353134175735.88
2021-06-29,4291.8,36363216711708.42
2021-06-30,4297.5,36411511211744.94
2021-07-01,4319.94,36601639032941.34
2021-07-02,4352.34,36876155138412.1
2021-07-06,4343.54,36801595208531.16
2021-07-07,4358.13,36925212183186.04
2021-07-08,4320.82,36609095025929.44
2021-07-09,4369.55,37021970637645.17
2021-07-12,4384.63,37149739244759.34
2021-07-13,4369.21,37019089913081.58
2021-07-14,4374.3,37062216054342.28
2021-07-15,4360.03,36941310349864.88
2021-07-16,4327.16,36662812066320.94
2021-07-19,4258.49,36080990431670.44
2021-07-20,4323.06,36628073917171.86
2021-07-21,4358.69,36929956905996.64
2021-07-22,4367.48,37004432108684.53
2021-07-23,4411.79,37379858301073.7
2021-07-26,4422.3,37468906580965.6
2021-07-27,4401.46,37292335110656.64
2021-07-28,4400.64,37285387480826.83
2021-07-29,4419.15,37442217515155.94
2021-07-30,4395.26,37239804250967.79
2021-08-02,4387.16,37171175224600.1
2021-08-03,4423.15,37476108392374.56
2021-08-04,4402.66,37302502373822.22
2021-08-05,4429.1,37526521072237.24
2021-08-06,4436.52,37589388649477.76
2021-08-09,4432.35,37554057409977.36
2021-08-10,4436.75,37591337374917.83
2021-08-11,4447.7,37684113651303.78
2021-08-12,4460.83,37795360455773.86
2021-08-13,4468.0,37856109853188.22
2021-08-16,4479.71,37955325396245.71
2021-08-17,4448.08,37687333284639.54
2021-08-18,4400.27,37282252574684.1
2021-08-19,4405.8,37329106712438.83
2021-08-20,4441.67,37633023153896.72
2021-08-23,4479.53,37953800306770.86
2021-08-24,4486.23,38010567526112.04
2021-08-25,4496.19,38094955810386.38
2021-08-26,4470.0,37873055291797.53
2021-08-27,4509.37,38206626250821.71
2021-08-30,4528.79,38371166459718.06
2021-08-31,4522.68,38319398144766.64
2021-09-01,4524.09,38331344678986.2
2021-09-02,4536.95,38440303849244.03
2021-09-03,4535.43,38427425315900.96
2021-09-07,4520.03,38296945438609.3
2021-09-08,4514.07,38246448031553.57
2021-09-09,4493.28,38070300197209.84
2021-09-10,4458.58,37776296837338.4
2021-09-13,4468.73,37862294938280.62
2021-09-14,4443.05,37644715506537.14
2021-09-15,4480.7,37963713388357.31
2021-09-16,4473.75,37904827989189.98
2021-09-17,4432.99,37559479950332.34
2021-09-20,4357.73,36921823095464.17
2021-09-21,4354.19,36891829669125.7
2021-09-22,4395.64,37243023884303.56
2021-09-23,4448.98,37694958732013.72
2021-09-24,4455.48,37750031407493.97
2021-09-27,4443.11,37645223869695.42
2021-09-28,4352.63,36878612227010.44
2021-09-29,4359.46,36936480899861.22
2021-09-30,4307.54,36496577313563.66
2021-10-01,4357.04,36915976919143.96
2021-10-04,4300.46,36436590460886.72
2021-10-05,4345.72,36820065736615.3
2021-10-06,4363.55,36971134321817.26
2021-10-07,4399.76,37277931487838.72
2021-10-08,4391.34,37206591191293.56
2021-10-11,4361.19,36951138704258.28
2021-10-12,4350.65,36861836242787.24
2021-10-13,4363.8,36973252501643.42
2021-10-14,4438.26,37604131181067.86
2021-10-15,4471.37,37884662917244.9
2021-10-18,4486.46,38012516251552.12
2021-10-19,4519.63,38293556350887.44
2021-10-20,4536.19,38433864582572.49
2021-10-21,4549.78,38549008837922.72
2021-10-22,4544.9,38507661967716.02
2021-10-25,4566.48,38690503250310.42
2021-10-26,4574.79,38760911547732.08
2021-10-27,4551.68,38565107004601.57
2021-10-28,4596.42,38944176466291.72
2021-10-29,4605.38,39020092031261.42
2021-11-01,4613.67,39090330874296.98
2021-11-02,4630.65,39234197648089.98
2021-11-03,4660.57,39487701409685.2
2021-11-04,4680.06,39652834708932.88
2021-11-05,4697.53,39800853115185.16
2021-11-08,4701.7,39836184354685.56
2021-11-09,4685.25,39696808122124.02
2021-11-10,4646.71,39370269520122.71
2021-11-11,4649.27,39391959681542.62
2021-11-12,4682.85,39676473595792.86
2021-11-15,4682.8,39676049959827.62
2021-11-16,4700.9,39829406179241.84
2021-11-17,4688.67,39725784822145.94
2021-11-18,4704.54,39860246877510.78
2021-11-19,4697.96,39804496384486.16
2021-11-22,4682.94,39677236140530.28
2021-11-23,4690.7,39742984442334.38
2021-11-24,4701.46,39834150902052.44
2021-11-26,4594.62,38928925571543.35
2021-11-29,4655.27,39442795997370.54
2021-11-30,4567.0,38694909064348.84
2021-12-01,4513.04,38237721130669.78
2021-12-02,4577.1,38780483529325.84
2021-12-03,4538.43,38452843473814.92
2021-12-06,4591.67,38903931049594.62
2021-12-07,4686.75,39709517201081.0
2021-12-08,4701.21,39832032722226.28
2021-12-09,4667.45,39545993718501.2
2021-12-10,4712.02,39923622817909.58
2021-12-13,4668.97,39558872251844.28
2021-12-14,4634.09,39263343802497.99
2021-12-15,4709.85,39905237017018.48
2021-12-16,4668.67,39556330436052.88
2021-12-17,4620.64,39149385727850.42
2021-12-20,4568.02,38703551238039.6
2021-12-21,4649.23,39391620772770.43
2021-12-22,4696.56,39792634577459.65
2021-12-23,4725.79,40040292162734.64
2021-12-27,4791.19,40594408005258.93
2021-12-28,4786.35,40553400043824.42
2021-12-29,4793.06,40610251990358.64
2021-12-30,4778.73,40488837922722.96
2021-12-31,4766.18,40382505295449.57
2022-01-03,4796.56,40639906507924.92
2022-01-04,4793.54,40614318895624.86
2022-01-05,4700.58,39826694909064.35
2022-01-06,4696.05,39788313490614.28
2022-01-07,4677.03,39627162369439.78
2022-01-10,4670.29,39570056241326.42
2022-01-11,4713.07,39932519173179.46
2022-01-12,4726.35,40045036885545.25
2022-01-13,4659.03,39474653421956.03
2022-01-14,4662.85,39507019209699.8
2022-01-18,4577.11,38780568256518.88
2022-01-19,4532.76,38404803155357.54
2022-01-20,4482.73,37980913008545.76
2022-01-21,4397.94,37262511138704.26
2022-01-24,4410.13,37365793587027.98
2022-01-25,4356.45,36910978014754.22
2022-01-26,4349.93,36855735884887.88
2022-01-27,4326.51,36657304798772.92
2022-01-28,4431.85,37549821050325.04
2022-01-31,4515.55,38258987656124.46
2022-02-01,4546.54,38521557227375.65
2022-02-02,4589.38,38884528522386.97
2022-02-03,4477.44,37936092323424.15
2022-02-04,4500.53,38131727412168.58
2022-02-07,4483.87,37990571908553.06
2022-02-08,4521.54,38309739244759.33
2022-02-09,4587.18,38865888539916.74
2022-02-10,4504.08,38161805565700.1
2022-02-11,4418.64,37437896428310.57
2022-02-14,4401.67,37294114381710.62
2022-02-15,4471.07,37882121101453.51
2022-02-16,4475.01,37915503615513.84
2022-02-17,4380.26,37112713461398.0
2022-02-18,4348.87,36846754802424.96
2022-02-22,4304.76,36473023153896.72
2022-02-23,4225.5,35801475421809.96
2022-02-24,4288.7,36336951281864.0
2022-02-25,4384.65,37149908699145.42
2022-02-28,4373.94,37059165875392.6
2022-03-01,4306.26,36485732232853.7
2022-03-02,4386.54,37165922138631.22
2022-03-03,4363.49,36970625958658.97
2022-03-04,4328.87,36677300416331.9
2022-03-07,4201.09,35594656343583.38
2022-03-08,4170.7,35337170403914.98
2022-03-09,4277.88,36245276458987.66
2022-03-10,4259.52,36089717332554.24
2022-03-11,4204.31,35621938499744.36
2022-03-14,4173.11,35357589657439.2
2022-03-15,4262.45,36114542400116.86
2022-03-16,4357.86,36922924548973.78
2022-03-17,4411.67,37378841574757.14
2022-03-18,4463.12,37814762982981.52
2022-03-21,4461.18,37798325907530.5
2022-03-22,4511.61,38225605142064.12
2022-03-23,4456.24,37756470674165.51
2022-03-24,4520.16,38298046892118.92
2022-03-25,4543.06,38492072164195.46
2022-03-28,4575.52,38767096632824.48
2022-03-29,4631.6,39242246731429.42
2022-03-30,4602.45,38995266963698.78
2022-03-31,4530.41,38384892264991.6
2022-04-01,4545.86,38515795778248.48
2022-04-04,4582.64,38827422394273.62
2022-04-05,4525.12,38340071579869.98
2022-04-06,4481.15,37967526112044.4
2022-04-07,4500.21,38129016141991.1
2022-04-08,4488.28,38027936600686.58
2022-04-11,4412.53,37386128113359.14
2022-04-12,4397.45,37258359506244.98
2022-04-13,4446.59,37674708932875.62
2022-04-14,4392.59,37217182090424.36
2022-04-18,4391.69,37209556643050.18
2022-04-19,4462.21,37807052808414.29
2022-04-20,4459.45,37783668103133.44
2022-04-21,4393.66,37226247900080.34
2022-04-22,4271.78,36193592871229.28
2022-04-25,4296.12,36399818859104.52
2022-04-26,4175.2,35375297640785.92
2022-04-27,4183.96,35449518661894.68
2022-04-28,4287.5,36326784018698.42
2022-04-29,4131.93,35008683076473.6
2022-05-02,4155.38,35207368344167.7
2022-05-03,4175.48,35377670002191.22
2022-05-04,4300.17,36434133372288.36
2022-05-05,4146.87,35135265502885.1
2022-05-06,4123.34,34935902417646.64
2022-05-09,3991.24,33816656197502.01
2022-05-10,4001.05,33899773573880.65
2022-05-11,3935.18,33341675553283.18
2022-05-12,3930.08,33298464684829.45
2022-05-13,4023.89,34093290482798.92
2022-05-16,4008.01,33958743700241.04
2022-05-17,4088.85,34643678328829.16
2022-05-18,3923.68,33244239281279.67
2022-05-19,3900.79,33050298736396.17
2022-05-20,3901.36,33055128186399.83
2022-05-23,3973.75,33668468336863.64
2022-05-24,3941.48,33395053684902.49
2022-05-25,3978.73,33710662479000.8
2022-05-26,4057.84,34380939303191.88
2022-05-27,4158.24,35231600321379.01
2022-05-31,4132.15,35010547074720.62
2022-06-01,4101.23,34748570593820.76
2022-06-02,4176.82,35389023446059.46
2022-06-03,4108.54,34810506171937.77
2022-06-06,4121.43,34919719523774.74
2022-06-07,4160.68,35252273756482.36
2022-06-08,4115.77,34871763932510.42
2022-06-09,4017.82,34041861076619.68
2022-06-10,3900.86,33050891826747.5
2022-06-13,3749.63,31769562486304.88
2022-06-14,3735.48,31649673508144.04
2022-06-15,3789.99,32111521437440.65
2022-06-16,3666.77,31067512964721.35
2022-06-17,3674.84,31135887809509.9
2022-06-21,3764.79,31898008910963.4
2022-06-22,3759.89,31856492586370.61
2022-06-23,3795.73,32160154846249.36
2022-06-24,3911.74,33143075012782.12
2022-06-27,3900.11,33044537287269.01
2022-06-28,3821.55,32378920458695.5
2022-06-29,3818.83,32355874662186.84
2022-06-30,3785.38,32072462201446.2
2022-07-01,3825.33,32410947337667.08
2022-07-05,3831.39,32462292016653.28
2022-07-06,3845.08,32578283543933.98
2022-07-07,3902.62,33065803812723.69
2022-07-08,3899.38,33038352202176.62
2022-07-11,3854.43,32657503469432.48
2022-07-12,3818.8,32355620480607.7
2022-07-13,3801.78,32211414798042.51
2022-07-14,3790.38,32114825797969.48
2022-07-15,3863.16,32731470308962.09
2022-07-18,3830.85,32457716748228.76
2022-07-19,3936.69,33354469359433.2
2022-07-20,3959.9,33551121174494.2
2022-07-21,3998.95,33881980863340.88
2022-07-22,3961.63,33565778978891.24
2022-07-25,3966.84,33609921846468.48
2022-07-26,3921.05,33221956029508.44
2022-07-27,4023.61,34090918121393.62
2022-07-28,4072.43,34504556277846.76
2022-07-29,4130.29,34994787816813.96
2022-08-01,4118.63,34895995909721.72
2022-08-02,4091.19,34663504492002.04
2022-08-03,4155.17,35205589073113.72
2022-08-04,4151.94,35178222189759.7
2022-08-05,4145.19,35121031334453.29
2022-08-08,4140.06,35077566284420.42
2022-08-09,4122.47,34928531151851.58
2022-08-10,4210.24,35672181725220.94
2022-08-11,4207.27,35647017748886.14
2022-08-12,4280.15,36264509531809.22
2022-08-15,4297.14,36408461032795.28
2022-08-16,4305.2,36476751150390.76
2022-08-17,4274.04,36212741216857.79
2022-08-18,4283.74,36294926594112.92
2022-08-19,4228.48,35826724125337.81
2022-08-22,4137.99,35060027755459.79
2022-08-23,4128.73,34981570374698.7
2022-08-24,4140.77,35083581915126.73
2022-08-25,4199.12,35577965086553.21
2022-08-26,4057.66,34379414213717.04
2022-08-29,4030.61,34150227156526.19
2022-08-30,3986.16,33773614783434.37
2022-08-31,3955.0,33509604849901.4
2022-09-01,3966.85,33610006573661.53
2022-09-02,3924.26,33249153458476.38
2022-09-06,3908.19,33112996859250.6
2022-09-07,3979.87,33720321379008.11
2022-09-08,4006.18,33943238623913.52
2022-09-09,4067.36,34461599590972.17
2022-09-12,4110.41,34826350157037.47
2022-09-13,3932.69,33320578482214.6
2022-09-14,3946.01,33433435103352.57
2022-09-15,3901.35,33055043459206.78
2022-09-16,3873.33,32817637864290.41
2022-09-19,3899.89,33042673289021.98
2022-09-20,3855.93,32670212548389.46
2022-09-21,3789.93,32111013074282.38
2022-09-22,3757.99,31840394419691.76
2022-09-23,3693.23,31291701117522.46
2022-09-26,3655.04,30968127967277.78
2022-09-27,3647.29,30902464392666.72
2022-09-28,3719.04,31510382002775.54
2022-09-29,3640.47,30844680447008.98
2022-09-30,3585.62,30379951793148.78
2022-10-03,3678.43,31166304871813.6
2022-10-04,3790.93,32119485793587.02
2022-10-05,3783.28,32054669490906.44
2022-10-06,3744.52,31726266890658.1
2022-10-07,3639.66,30837817544372.22
2022-10-10,3612.39,30606766488934.34
2022-10-11,3588.84,30407233949309.77
2022-10-12,3577.03,30307171134321.82
2022-10-13,3669.91,31094117303337.96
2022-10-14,3583.07,30358346358921.92
2022-10-17,3677.95,31162237966547.36
2022-10-18,3719.98,31518346358921.92
2022-10-19,3695.16,31308053465780.44
2022-10-20,3665.78,31059124972609.74
2022-10-21,3752.75,31795997370535.39
2022-10-24,3797.34,32173795924329.86
2022-10-25,3859.11,32697155795778.25
2022-10-26,3830.6,32455598568402.6
2022-10-27,3807.3,32258184208604.2
2022-10-28,3901.06,33052586370608.43
2022-10-31,3871.98,32806199693229.13
2022-11-01,3856.1,32671652910671.24
2022-11-02,3759.69,31854798042509.68
2022-11-03,3719.89,31517583814184.5
2022-11-04,3770.55,31946811774158.2
2022-11-07,3806.8,32253947848951.86
2022-11-08,3828.11,32434501497334.02
2022-11-09,3748.57,31760581403841.94
2022-11-10,3956.37,33521212475348.77
2022-11-11,3992.93,33830975093126.87
2022-11-14,3957.25,33528668468336.86
2022-11-15,3991.73,33820807829961.29
2022-11-16,3958.79,33541716456066.03
2022-11-17,3946.56,33438095098970.13
2022-11-18,3965.34,33597212767511.51
2022-11-21,3949.94,33466732890219.86
2022-11-22,4003.58,33921209553721.42
2022-11-23,4027.26,34121843546855.6
2022-11-25,4026.12,34112184646848.3
2022-11-28,3963.94,33585350960484.99
2022-11-29,3957.63,33531888101672.64
2022-11-30,4080.11,34569626762106.5
2022-12-01,4076.57,34539633335768.02
2022-12-02,4071.7,34498371192754.36
2022-12-05,3998.84,33881048864217.37
2022-12-06,3941.26,33393189686655.47
2022-12-07,3933.92,33330999926959.32
2022-12-08,3963.51,33581707691183.99
2022-12-09,3934.38,33334897377839.46
2022-12-12,3990.56,33810894748374.84
2022-12-13,4019.65,34057366152947.2
2022-12-14,3995.32,33851224892265.0
2022-12-15,3895.75,33007596231100.72
2022-12-16,3852.36,32639964940471.84
2022-12-19,3817.66,32345961580600.4
2022-12-20,3821.62,32379513549046.82
2022-12-21,3878.44,32860933459937.19
2022-12-22,3822.39,32386037542911.4
2022-12-23,3844.82,32576080636914.76
2022-12-27,3829.25,32444160397341.32
2022-12-28,3783.22,32054161127748.16
2022-12-29,3849.28,32613868965013.52
2022-12-30,3839.5,32531005770214.01
2023-01-03,3824.14,32400864801694.54
2023-01-04,3852.97,32645133299247.68
2023-01-05,3808.1,32264962384047.92
2023-01-06,3895.08,33001919509166.6
2023-01-09,3892.09,32976586078445.7
2023-01-10,3919.25,33206705134760.06
2023-01-11,3969.61,33633391278942.38
2023-01-12,3983.17,33748281352713.46
2023-01-13,3999.09,33883167044043.54
2023-01-17,3990.97,33814368563289.75
2023-01-18,3928.86,33288127967277.78
2023-01-19,3898.85,33033861660945.15
2023-01-20,3972.61,33658809436856.33
2023-01-23,4019.81,34058721788035.94
2023-01-24,4016.95,34034489810824.63
2023-01-25,4016.22,34028304725732.23
2023-01-26,4060.43,34402883646190.93
2023-01-27,4070.56,34488712292747.06
2023-01-30,4017.77,34041437440654.44
2023-01-31,4076.6,34539887517347.16
2023-02-01,4119.21,34900910086918.42
2023-02-02,4179.76,35413933240815.14
2023-02-03,4136.48,35047233949309.76
2023-02-06,4111.08,34832026878971.58
2023-02-07,4164.0,35280403184573.81
2023-02-08,4117.86,34889471915857.13
2023-02-09,4081.5,34581403841939.96
2023-02-10,4090.46,34657319406909.65
2023-02-13,4137.29,35054096851946.54
2023-02-14,4136.13,35044268497553.14
2023-02-15,4147.6,35141450587977.51
2023-02-16,4090.41,34656895770944.42
2023-02-17,4079.09,34560984588415.75
2023-02-21,3997.34,33868339785260.39
2023-02-22,3991.05,33815046380834.13
2023-02-23,4012.32,33995261120444.09
2023-02-24,3970.04,33637034548243.37
2023-02-27,3982.24,33740401723760.14
2023-02-28,3970.15,33637966547366.88
2023-03-01,3951.39,33479018333211.6
2023-03-02,3981.35,33732861003578.99
2023-03-03,4045.64,34277572127675.12
2023-03-06,4048.42,34301126287342.05
2023-03-07,3986.37,33775394054488.35
2023-03-08,3992.01,33823180191366.6
2023-03-09,3918.32,33198825505806.74
2023-03-10,3861.59,32718168139653.79
2023-03-13,3855.76,32668772186107.66
2023-03-14,3919.29,33207044043532.25
2023-03-15,3891.93,32975230443356.95
2023-03-16,3960.28,33554340807829.96
2023-03-17,3916.64,33184591337374.92
2023-03-20,3951.57,33480543422686.44
2023-03-21,4002.87,33915193923015.12
2023-03-22,3936.97,33356841720838.51
2023-03-23,3948.72,33456396172668.18
2023-03-24,3970.99,33645083631582.79
2023-03-27,3977.53,33700495215835.22
2023-03-28,3971.27,33647455992988.1
2023-03-29,4027.81,34126503542473.16
2023-03-30,4050.83,34321545540866.26
2023-03-31,4109.31,34817030165802.36
2023-04-03,4124.51,34945815499233.08
2023-04-04,4100.6,34743232780658.83
2023-04-05,4090.38,34656641589365.28
2023-04-06,4105.02,34780682199985.4
2023-04-10,4109.11,34815335621941.42
2023-04-11,4108.94,34813895259659.63
2023-04-12,4091.95,34669943758673.58
2023-04-13,4146.22,35129758235337.08
2023-04-14,4137.64,35057062303703.17
2023-04-17,4151.32,35172969103790.81
2023-04-18,4154.87,35203047257322.33
2023-04-19,4154.52,35200081805565.7
2023-04-20,4129.79,34990551457161.64
2023-04-21,4133.52,35022154700168.0
2023-04-24,4137.04,35051978672120.37
2023-04-25,4071.63,34497778102403.04
2023-04-26,4055.99,34365264772478.27
2023-04-27,4135.35,35037659776495.51
2023-04-28,4169.48,35326833686363.3
2023-05-01,4167.87,35313192608282.81
2023-05-02,4119.58,34904044993061.14
2023-05-03,4090.75,34659776495508.0
2023-05-04,4061.22,34409577094441.6
2023-05-05,4136.25,35045285223869.7
2023-05-08,4138.12,35061129208969.4
2023-05-09,4119.17,34900571178146.23
2023-05-10,4137.64,35057062303703.17
2023-05-11,4130.62,34997583814184.5
2023-05-12,4124.08,34942172229932.08
2023-05-15,4136.28,35045539405448.84
2023-05-16,4109.9,34822029070192.1
2023-05-17,4158.77,35236090862610.48
2023-05-18,4198.05,35568899276897.24
2023-05-19,4191.98,35517469870717.98
2023-05-22,4192.63,35522977138266.02
2023-05-23,4145.58,35124335694982.1
2023-05-24,4115.24,34867273391278.94
2023-05-25,4151.28,35172630195018.62
2023-05-26,4205.45,35631597399751.66
2023-05-30,4205.52,35632190490102.99
2023-05-31,4179.83,35414526331166.46
2023-06-01,4221.02,35763517639325.11
2023-06-02,4282.37,36283318968665.54
2023-06-05,4273.79,36210623037031.62
2023-06-06,4283.85,36295858593236.44
2023-06-07,4267.52,36157499086991.46
2023-06-08,4293.93,36381263603827.34
2023-06-09,4298.86,36423034109999.26
2023-06-12,4338.93,36762535972536.7
2023-06-13,4369.01,37017395369220.66
2023-06-14,4372.59,37047727704331.31
2023-06-15,4425.84,37498900007304.07
2023-06-16,4409.59,37361218318603.46
2023-06-20,4388.71,37184307939522.31
2023-06-21,4365.69,36989265941129.2
2023-06-22,4381.89,37126523993864.58
2023-06-23,4348.33,36842179534000.44
2023-06-26,4328.82,36676876780366.66
2023-06-27,4378.41,37097038930684.39
2023-06-28,4376.86,37083906215762.18
2023-06-29,4396.44,37249802059747.28
2023-06-30,4450.38,37706820539040.25
2023-07-03,4455.59,37750963406617.49
2023-07-05,4446.82,37676657658315.68
2023-07-06,4411.59,37378163757212.78
2023-07-07,4398.95,37271068585201.96
2023-07-10,4409.53,37360709955445.18
2023-07-11,4439.26,37612603900372.51
2023-07-12,4472.16,37891356365495.58
2023-07-13,4510.04,38212302972755.83
2023-07-14,4505.42,38173159009568.33
2023-07-17,4522.79,38320330143890.15
2023-07-18,4554.98,38593066978306.92
2023-07-19,4565.72,38684063983638.89
2023-07-20,4534.87,38422680593090.35
2023-07-21,4536.34,38435135490468.2
2023-07-24,4554.64,38590186253743.34
2023-07-25,4567.46,38698806515228.98
2023-07-26,4566.75,38692790884522.68
2023-07-27,4537.41,38444201300124.17
2023-07-28,4582.23,38823948579358.7
2023-07-31,4588.96,38880969980279.02
2023-08-01,4576.73,38777348623183.11
2023-08-02,4513.39,38240686582426.42
2023-08-03,4501.89,38143250310422.9
2023-08-04,4478.03,37941091227813.89
2023-08-07,4518.44,38283473814914.9
2023-08-08,4499.38,38121983784968.22
2023-08-09,4467.71,37853652764589.88
2023-08-10,4468.83,37863142210211.08
2023-08-11,4464.05,37822642611934.85
2023-08-14,4489.72,38040137316485.29
2023-08-15,4437.86,37600742093345.99
2023-08-16,4404.33,37316651815060.99
2023-08-17,4370.36,37028833540281.94
2023-08-18,4369.71,37023326272733.92
2023-08-21,4399.77,37278016215031.78
2023-08-22,4387.55,37174479585128.92
2023-08-23,4436.01,37585067562632.39
2023-08-24,4376.31,37079246220144.62
2023-08-25,4405.71,37328344167701.42
2023-08-28,4433.31,37562191220509.83
2023-08-29,4497.63,38107156526185.08
2023-08-30,4514.87,38253226206997.3
2023-08-31,4507.66,38192137900810.75
2023-09-01,4515.77,38260851654371.49
2023-09-05,4496.83,38100378350741.36
2023-09-06,4465.48,37834758600540.5
2023-09-07,4451.14,37713259805711.79
2023-09-08,4457.49,37767061573296.33
2023-09-11,4487.46,38020988970856.76
2023-09-12,4461.9,37804426265429.84
2023-09-13,4467.44,37851365130377.62
2023-09-14,4505.1,38170447739390.84
2023-09-15,4450.32,37706312175881.97
2023-09-18,4453.53,37733509604849.9
2023-09-19,4443.95,37652340953911.33
2023-09-20,4402.2,37298604922942.08
2023-09-21,4330.0,36686874589146.16
2023-09-22,4320.06,36602655759257.92
2023-09-25,4337.44,36749911620772.76
2023-09-26,4273.53,36208420130012.42
2023-09-27,4274.51,36216723394930.98
2023-09-28,4299.7,36430151194215.18
2023-09-29,4288.05,36331444014315.98
2023-10-02,4288.39,36334324738879.56
2023-10-03,4229.45,35834942663063.33
2023-10-04,4263.75,36125556935212.92
2023-10-05,4258.19,36078448615879.04
2023-10-06,4308.5,36504711124096.12
2023-10-09,4335.66,36734830180410.49
2023-10-10,4358.24,36926144182309.54
2023-10-11,4376.95,37084668760499.6
2023-10-12,4349.61,36853024614710.39
2023-10-13,4327.78,36668065152289.83
2023-10-16,4373.63,37056539332408.16
2023-10-17,4373.2,37052896063107.15
2023-10-18,4314.6,36556394711854.51
2023-10-19,4278.0,36246293185304.22
2023-10-20,4224.16,35790121977941.71
2023-10-23,4217.04,35729796216492.58
2023-10-24,4247.68,35989400335987.15
2023-10-25,4186.77,35473327003140.76
2023-10-26,4137.23,35053588488788.26
